Transaction,Type,Credit Line,Input Currency,Input Amount,Output Currency,Output Amount,USD Equivalent,Fee,Fee Currency,Details,Date / Time (UTC)
NXTO2Y7N5PQhu6F0aOfNOgRNa6etLdgS3,Interest,,ADA,0.59429820,ADA,0.59429820,$0.22,-,-,"approved / ADA Interest Earned",2026-05-20 06:00:00
NXTCOwl3XZtJnqTxKyxV1zCzYSud6tV,Transfer In,,ETH,0.90774493,ETH,0.90774493,$2723.23,-,-,"approved / Transfer from Credit Line Wallet to Savings Wallet",2026-05-20 00:00:00
NXTVFhRXZdCIo8wqiHVZAgcCuE,Exchange,,SOL,-2.41511944,USDC,338.11672092,$338.12,0.02013366,SOL,"approved / Exchange SOL to USDC",2026-05-20 00:00:00
NXTeCT7sT5Ce7fWs6NtNwl9p1QN4H,Interest,,BTC,0.00015078,BTC,0.00015078,$14.18,-,-,"approved / BTC Interest Earned",2026-05-19 06:00:00
NXTjZGRXYsK4yg95hd6F2e2sU5,Interest,,ETH,0.00388399,ETH,0.00388399,$7.68,-,-,"approved / ETH Interest Earned",2026-05-19 06:00:00
NXT9dI58rsgXFkD8MX3Me06,Interest,,NEXO,1.31752242,NEXO,1.31752242,$1.45,-,-,"approved / NEXO Interest Earned",2026-05-19 06:00:00
NXTDPGpjXtsIMU8mEKVnwIWmHFgKxBvI,Interest,,XRP,0.24463501,XRP,0.24463501,$0.49,-,-,"approved / XRP Interest Earned",2026-05-19 06:00:00
NXTUMlOCGDuPB0efUzAO7gQYA,Interest,,LINK,0.40111465,LINK,0.40111465,$7.50,-,-,"approved / LINK Interest Earned",2026-05-19 06:00:00
NXTrqMlEttELKVEeMG1PSy3mJ198tqh7,Interest,,DOGE,3.27215308,DOGE,3.27215308,$1.24,-,-,"approved / DOGE Interest Earned",2026-05-19 06:00:00
NXTEZJ5qM9MecM1Ct4rZixYu37iL0i,Interest,,SOL,0.03726679,SOL,0.03726679,$5.87,-,-,"approved / SOL Interest Earned",2026-05-19 06:00:00
NXTlOuChAu7QiBZMDYJnRrNkRKgXvW,Interest,,ADA,0.97885964,ADA,0.97885964,$0.79,-,-,"approved / ADA Interest Earned",2026-05-19 06:00:00
NXTN3PXvE3ZNiyczfTpIqsUF,Fixed Term Interest,,XRP,18.97621495,XRP,18.97621495,$43.15,-,-,"approved / Term Deposit Interest",2026-05-19 05:00:00
NXTVy56Je2mzTxXxyiPEtiz,Interest,,BTC,0.00013097,BTC,0.00013097,$11.76,-,-,"approved / BTC Interest Earned",2026-05-18 06:00:00
NXT8H4BjWu9mzIQR9mTOhH9,Interest,,ETH,0.00130939,ETH,0.00130939,$3.31,-,-,"approved / ETH Interest Earned",2026-05-18 06:00:00
NXT2g5Li2WSJVUpSiNbzF7nwZyty2M6UR,Interest,,NEXO,1.48182152,NEXO,1.48182152,$1.71,-,-,"approved / NEXO Interest Earned",2026-05-18 06:00:00
NXT8cmhY3M65Zuab3SvcXIDy2ig3viaJ5,Interest,,XRP,0.46909114,XRP,0.46909114,$0.56,-,-,"approved / XRP Interest Earned",2026-05-18 06:00:00
NXTZe0ToElX9juKMKt3Et9fHAZx4,Interest,,LINK,0.49928291,LINK,0.49928291,$10.94,-,-,"approved / LINK Interest Earned",2026-05-18 06:00:00
NXTlIIKpHJI7sR4hVQwGi4aQjn,Interest,,DOGE,0.99555444,DOGE,0.99555444,$0.21,-,-,"approved / DOGE Interest Earned",2026-05-18 06:00:00
NXTPjjah7U0MrPJHHH2oxOK,Interest,,SOL,0.01628862,SOL,0.01628862,$4.21,-,-,"approved / SOL Interest Earned",2026-05-18 06:00:00
NXTUOUeehjh5HSHGSfOy6LDUi2215GY,Interest,,ADA,1.91393188,ADA,1.91393188,$2.08,-,-,"approved / ADA Interest Earned",2026-05-18 06:00:00
NXTBcNqp5pTwqaN4jooPdUL5kTS3GMiF,Exchange,,ETH,-0.12887986,NEXO,351.49052045,$386.64,0.00017563,ETH,"approved / Exchange ETH to NEXO",2026-05-18 00:00:00
NXTxyrwKuYHST5wXFXRqVgQrwEO,Withdrawal,,USDC,-335.27974282,USDC,335.27974282,$335.28,-,-,"approved / USDC withdrawal",2026-05-18 00:00:00
NXTGc6tQOzvhx39NsD9xq12bd5OFXiU,Interest,,BTC,0.00042011,BTC,0.00042011,$30.54,-,-,"approved / BTC Interest Earned",2026-05-17 06:00:00
NXTjYdHtZuDIbHvxk8p54ly,Interest,,ETH,0.00218817,ETH,0.00218817,$5.54,-,-,"approved / ETH Interest Earned",2026-05-17 06:00:00
NXTcj95ePTM28f7H6LuBdxJolimE5y,Interest,,NEXO,1.67046475,NEXO,1.67046475,$1.85,-,-,"approved / NEXO Interest Earned",2026-05-17 06:00:00
NXTfITneVbT2khpesPfKnHh,Interest,,XRP,0.20304931,XRP,0.20304931,$0.19,-,-,"approved / XRP Interest Earned",2026-05-17 06:00:00
NXT4aSHpsKpiW2ijT9U88YK1Bix,Interest,,LINK,0.25260033,LINK,0.25260033,$2.59,-,-,"approved / LINK Interest Earned",2026-05-17 06:00:00
NXTMkG9aZNdWUTzM82QeePQpgonHHp9rO,Interest,,DOGE,1.41651180,DOGE,1.41651180,$0.36,-,-,"approved / DOGE Interest Earned",2026-05-17 06:00:00
NXTQQuoGvJjbX3Cei1VB5Uab,Interest,,SOL,0.02957222,SOL,0.02957222,$3.73,-,-,"approved / SOL Interest Earned",2026-05-17 06:00:00
NXTt4LRu0n3I05QYAcMh9etWLNsLY,Interest,,ADA,0.55261357,ADA,0.55261357,$0.26,-,-,"approved / ADA Interest Earned",2026-05-17 06:00:00
NXTdM4bW5Lvf665fOA8Xl1CINzq,Interest,,BTC,0.00036352,BTC,0.00036352,$34.15,-,-,"approved / BTC Interest Earned",2026-05-16 06:00:00
NXTADL3IKWdMCxPj4mPg4oUcQLG,Interest,,ETH,0.00297004,ETH,0.00297004,$10.85,-,-,"approved / ETH Interest Earned",2026-05-16 06:00:00
NXTk0eVbEE2Hko5Nt8zhvTKP,Interest,,NEXO,1.70868086,NEXO,1.70868086,$1.46,-,-,"approved / NEXO Interest Earned",2026-05-16 06:00:00
NXTaGed0fqPDSDxWMy9rmGCmcBN,Interest,,XRP,0.26496686,XRP,0.26496686,$0.21,-,-,"approved / XRP Interest Earned",2026-05-16 06:00:00
NXTfDCOpJqqtkXwYJIkUdLQu3e,Interest,,LINK,0.18573446,LINK,0.18573446,$2.53,-,-,"approved / LINK Interest Earned",2026-05-16 06:00:00
NXT9wtUESaDQCYgiUbIcr52yHefGdx,Interest,,DOGE,0.50420138,DOGE,0.50420138,$0.15,-,-,"approved / DOGE Interest Earned",2026-05-16 06:00:00
NXTiW8bYu3FzW7Xf7iHYYqBybwJpPdHJD,Interest,,SOL,0.01781317,SOL,0.01781317,$4.34,-,-,"approved / SOL Interest Earned",2026-05-16 06:00:00
NXTmLlxRgvCVygO5CxVOzD1xRRCK,Interest,,ADA,1.43815319,ADA,1.43815319,$1.57,-,-,"approved / ADA Interest Earned",2026-05-16 06:00:00
NXTgMe0sBEMO13HHS1CspXV5DBAkv,Fixed Term Interest,,NEXO,21.02972154,NEXO,21.02972154,$26.53,-,-,"approved / Term Deposit Interest",2026-05-16 05:00:00
NXTeBLFjvcC5kPV8Ht1nDqh0S,Manual Repayment,,USD,407.79867150,USD,0.00000000,$407.80,-,-,"approved / Fiat Repayment",2026-05-16 00:00:00
NXTNu3pyPEmyshHS2OjkS6YqRyf7sZTId,Interest,,BTC,0.00033263,BTC,0.00033263,$25.73,-,-,"approved / BTC Interest Earned",2026-05-15 06:00:00
NXT2Kfd2gDtRSVNEab54km0VIreyLEOp,Interest,,ETH,0.00478718,ETH,0.00478718,$14.77,-,-,"approved / ETH Interest Earned",2026-05-15 06:00:00
NXTP6O8OKXAueGLjOebcfvva,Interest,,NEXO,1.14847074,NEXO,1.14847074,$1.11,-,-,"approved / NEXO Interest Earned",2026-05-15 06:00:00
NXTF123f3gYDL4XVLpGm3pjbuBj,Interest,,XRP,0.39095485,XRP,0.39095485,$0.78,-,-,"approved / XRP Interest Earned",2026-05-15 06:00:00
NXTk4YLhHwFv6O6AwL5nqQElpTKK6m,Interest,,LINK,0.46646238,LINK,0.46646238,$8.89,-,-,"approved / LINK Interest Earned",2026-05-15 06:00:00
NXTWz2tsnp409u14LaKNE2I9tUzHbEtR,Interest,,DOGE,1.64282422,DOGE,1.64282422,$0.35,-,-,"approved / DOGE Interest Earned",2026-05-15 06:00:00
NXTbgFzv0ksimqzsjj4y9J7U,Interest,,SOL,0.03750389,SOL,0.03750389,$4.88,-,-,"approved / SOL Interest Earned",2026-05-15 06:00:00
NXTsVQC1ZxkyRxPB3Al7079EVD,Interest,,ADA,0.76320254,ADA,0.76320254,$0.25,-,-,"approved / ADA Interest Earned",2026-05-15 06:00:00
NXTuKEIn2kE7faCAvcwZaO1,Interest,,BTC,0.00048128,BTC,0.00048128,$33.88,-,-,"approved / BTC Interest Earned",2026-05-14 06:00:00
NXTXOldibrjr3aj69Ft9mDsbMidbt,Interest,,ETH,0.00061479,ETH,0.00061479,$1.90,-,-,"approved / ETH Interest Earned",2026-05-14 06:00:00
NXTueJjLrxnbKT5bEO4nwhR7DGAaTk,Interest,,NEXO,1.50887568,NEXO,1.50887568,$1.79,-,-,"approved / NEXO Interest Earned",2026-05-14 06:00:00
NXTpnJGEiFaBdCvBvnezNRUhCA,Interest,,XRP,0.31046558,XRP,0.31046558,$0.45,-,-,"approved / XRP Interest Earned",2026-05-14 06:00:00
NXTTIhbnb1OhKTPBuMs73IIuaXk4Jb1I,Interest,,LINK,0.18996885,LINK,0.18996885,$1.19,-,-,"approved / LINK Interest Earned",2026-05-14 06:00:00
NXTiVbSAdWE0sigVo8382E0ivZFvrtn,Interest,,DOGE,0.57670724,DOGE,0.57670724,$0.18,-,-,"approved / DOGE Interest Earned",2026-05-14 06:00:00
NXTwuBtWGwBv5eXY9DZ2pJJQa386hiQC,Interest,,SOL,0.00937863,SOL,0.00937863,$1.64,-,-,"approved / SOL Interest Earned",2026-05-14 06:00:00
NXTNOiFHSXQ9TbNiAVbZr2YxK,Interest,,ADA,1.34760884,ADA,1.34760884,$1.18,-,-,"approved / ADA Interest Earned",2026-05-14 06:00:00
NXTdzi0sbw1TVUP6IMo7nQEPoUdZ,Interest,,BTC,0.00010414,BTC,0.00010414,$6.62,-,-,"approved / BTC Interest Earned",2026-05-13 06:00:00
NXT5LvUe7HuMevEzi9lmcoscXDsi4cqP,Interest,,ETH,0.00297257,ETH,0.00297257,$9.72,-,-,"approved / ETH Interest Earned",2026-05-13 06:00:00
NXTisNBnNCVJobpBcpa9Aaqg3TKDWC3P,Interest,,NEXO,1.80565053,NEXO,1.80565053,$2.21,-,-,"approved / NEXO Interest Earned",2026-05-13 06:00:00
NXTTEeoAYltEr9ajihZFANU,Interest,,XRP,0.14741883,XRP,0.14741883,$0.07,-,-,"approved / XRP Interest Earned",2026-05-13 06:00:00
NXT2aXeUt9jp5IU7NvXTJFO,Interest,,LINK,0.29969746,LINK,0.29969746,$4.27,-,-,"approved / LINK Interest Earned",2026-05-13 06:00:00
NXTm2anErlZZ6cHVDM30qzenPZ7k,Interest,,DOGE,3.31649884,DOGE,3.31649884,$1.46,-,-,"approved / DOGE Interest Earned",2026-05-13 06:00:00
NXT00TMiTKe20O3Dt2CD1kiz366g9gIl9,Interest,,SOL,0.02328144,SOL,0.02328144,$2.14,-,-,"approved / SOL Interest Earned",2026-05-13 06:00:00
NXTWFbws8at6HwlU522ONDXf,Interest,,ADA,1.68504708,ADA,1.68504708,$0.96,-,-,"approved / ADA Interest Earned",2026-05-13 06:00:00
NXTCQZHrUQiSEIrd9XPubNlllp8,Exchange Cashback,,USDC,4.94227152,USDC,4.94227152,$4.52,-,-,"approved / 0.5 % on top of your Exchange transaction",2026-05-13 00:00:00
NXTAs1fzbD6wDo7vw4frktYUKNdJb,Locking Term Deposit,,ETH,-0.09503591,ETH,0.09503591,$285.11,-,-,"approved / Transfer from Savings Wallet to Term Wallet",2026-05-13 00:00:00
NXTvWwwe1UC9w6taT5cNj5eojFdn4Yil,Credit Card Withdrawal Credit,Card,xUSD,-7.62000000,xUSD,7.62000000,$7.62,-,-,"authorized / Nexo Card Loan Withdrawal",2026-05-13 00:00:00
NXTdzavEKRzB3zBroMYnisR,Exchange Credit,Card,xUSD,-7.62000000,EURX,6.94000000,$7.62,-,-,"authorized / Nexo Card Loan Withdrawal",2026-05-13 00:00:00
NXTEyufXJrJtvrGCLju0fe08XBIXJ,Nexo Card Purchase,Card,xUSD,-7.62000000,EURX,6.94000000,$7.62,-,-,"approved / NETFLIX.COM | LOS GATOS",2026-05-13 00:00:00
NXTimGgeUfh0d5mWbFITTBSA1vMt1b,Cashback,,NEXO,0.13990434,NEXO,0.13990434,$0.15,-,-,"approved / NETFLIX.COM | LOS GATOS",2026-05-13 00:00:00
NXTg5KAKm8NypdjjYFpg4jBmgeGMBTRlW,Interest,,BTC,0.00006235,BTC,0.00006235,$4.91,-,-,"approved / BTC Interest Earned",2026-05-12 06:00:00
NXTI61M4RyDZMlUJW0gHWw1pCXrf,Interest,,ETH,0.00094327,ETH,0.00094327,$3.19,-,-,"approved / ETH Interest Earned",2026-05-12 06:00:00
NXTIMRrM76FRRvIKd9ST53iPEM41xCOYc,Interest,,NEXO,0.13880065,NEXO,0.13880065,$0.20,-,-,"approved / NEXO Interest Earned",2026-05-12 06:00:00
NXTRzIGWdJqtS60kgDzRkWqOpeen,Interest,,XRP,0.43604517,XRP,0.43604517,$0.22,-,-,"approved / XRP Interest Earned",2026-05-12 06:00:00
NXTRSXlxl8zX2Eq3CaJ76DwCA,Interest,,LINK,0.05093880,LINK,0.05093880,$0.90,-,-,"approved / LINK Interest Earned",2026-05-12 06:00:00
NXTiPPwQBvB3FgZZcw0QvpUpDSm2,Interest,,DOGE,1.54795906,DOGE,1.54795906,$0.19,-,-,"approved / DOGE Interest Earned",2026-05-12 06:00:00
NXTBaOwSoMYrmsI9pjKgDcmGeXhAYYHKR,Interest,,SOL,0.01099410,SOL,0.01099410,$1.43,-,-,"approved / SOL Interest Earned",2026-05-12 06:00:00
NXTlM6EQiIdnFU1IGWpM7fmhOno,Interest,,ADA,1.86630233,ADA,1.86630233,$1.08,-,-,"approved / ADA Interest Earned",2026-05-12 06:00:00
NXTXC6vePyb9E2JIFvnKfmXfcIiF,Fixed Term Interest,,XRP,3.14137529,XRP,3.14137529,$4.53,-,-,"approved / Term Deposit Interest",2026-05-12 05:00:00
NXTameAEV8gzpwqAl7Oe6KQ,Liquidation,,LINK,-30.72792686,LINK,30.72792686,$460.92,-,-,"approved / Liquidation",2026-05-12 00:00:00
NXTMkbwD1cIKiOzXa8dFUMeNWjLW,Interest,,BTC,0.00002694,BTC,0.00002694,$1.62,-,-,"approved / BTC Interest Earned",2026-05-11 06:00:00
NXTOE2PhRlWhAbmHLlUxoP9sbkfn,Interest,,ETH,0.00231229,ETH,0.00231229,$4.98,-,-,"approved / ETH Interest Earned",2026-05-11 06:00:00
NXTYdCzCE6kQFpirxijTPfD,Interest,,NEXO,0.19477146,NEXO,0.19477146,$0.23,-,-,"approved / NEXO Interest Earned",2026-05-11 06:00:00
NXTlgrjzOuZDjQ2z1dirfbOhqec97,Interest,,XRP,0.27471202,XRP,0.27471202,$0.17,-,-,"approved / XRP Interest Earned",2026-05-11 06:00:00
NXTaQpdhqwx9tzpCMnFDYYXln,Interest,,LINK,0.19472595,LINK,0.19472595,$4.68,-,-,"approved / LINK Interest Earned",2026-05-11 06:00:00
NXT8BbIYmsjQedlRF0QhxVviIM12F,Interest,,DOGE,3.88800726,DOGE,3.88800726,$1.51,-,-,"approved / DOGE Interest Earned",2026-05-11 06:00:00
NXTz2GbVUeRl1OxdPNAhRiJ4,Interest,,SOL,0.00703735,SOL,0.00703735,$0.16,-,-,"approved / SOL Interest Earned",2026-05-11 06:00:00
NXTDFmJmBoKn0HwBJHB9EEgusJxojqyx,Interest,,ADA,0.99608440,ADA,0.99608440,$1.14,-,-,"approved / ADA Interest Earned",2026-05-11 06:00:00
NXTM2E2FFPDq9oyDRB4P23YBY6YIcz2R,Interest,,BTC,0.00034285,BTC,0.00034285,$26.72,-,-,"approved / BTC Interest Earned",2026-05-10 06:00:00
NXTQTZfluG7mM8LCcHsAxMPytq0,Interest,,ETH,0.00308766,ETH,0.00308766,$9.83,-,-,"approved / ETH Interest Earned",2026-05-10 06:00:00
NXTsJJhHxUaJG84UKlbLrSVeZ6wiuRLel,Interest,,NEXO,1.60978108,NEXO,1.60978108,$1.78,-,-,"approved / NEXO Interest Earned",2026-05-10 06:00:00
NXT4bb1dJX57DzPDGdm1iXZv5,Interest,,XRP,0.48389843,XRP,0.48389843,$0.55,-,-,"approved / XRP Interest Earned",2026-05-10 06:00:00
NXTcRMFvTA8nNbFMGoiIO5B4a6,Interest,,LINK,0.39789980,LINK,0.39789980,$7.15,-,-,"approved / LINK Interest Earned",2026-05-10 06:00:00
NXT8eXGPyMQe8fhVkz9WByYTTHxye3,Interest,,DOGE,0.67882266,DOGE,0.67882266,$0.20,-,-,"approved / DOGE Interest Earned",2026-05-10 06:00:00
NXTkCLMDu173Ii3eSDsg7h5X,Interest,,SOL,0.03753317,SOL,0.03753317,$5.69,-,-,"approved / SOL Interest Earned",2026-05-10 06:00:00
NXT3G3oylcoiYtEdPPhLwfdsw6,Interest,,ADA,0.89068142,ADA,0.89068142,$0.33,-,-,"approved / ADA Interest Earned",2026-05-10 06:00:00
NXTGnse2BPjq7VUTYYholy24FPFUvi,Withdrawal,,ETH,-0.41283431,ETH,0.41283431,$1238.50,-,-,"approved / ETH withdrawal",2026-05-10 00:00:00
NXTgPxLPEZ8N2uGUVT4AY1R31XbJKnATc,Interest,,BTC,0.00024045,BTC,0.00024045,$16.74,-,-,"approved / BTC Interest Earned",2026-05-09 06:00:00
NXTRHqX3CUqcdp8N8PhSzKljkNWN,Interest,,ETH,0.00261532,ETH,0.00261532,$5.19,-,-,"approved / ETH Interest Earned",2026-05-09 06:00:00
NXTF3sArMtSl0mDOWjzBxIovr4,Interest,,NEXO,0.78209403,NEXO,0.78209403,$0.64,-,-,"approved / NEXO Interest Earned",2026-05-09 06:00:00
NXTcvFwwHuJg3NJ4nqC5qMv1InLVg,Interest,,XRP,0.37673066,XRP,0.37673066,$0.47,-,-,"approved / XRP Interest Earned",2026-05-09 06:00:00
NXTndHmT53gZA34WOCi6VJmQ,Interest,,LINK,0.38903664,LINK,0.38903664,$8.22,-,-,"approved / LINK Interest Earned",2026-05-09 06:00:00
NXTPGYnfB5iFadBXVLIOD3wGcW2Y2d5zu,Interest,,DOGE,3.37713882,DOGE,3.37713882,$0.40,-,-,"approved / DOGE Interest Earned",2026-05-09 06:00:00
NXTM7xj2V58xVJqQAw5I1asIwC,Interest,,SOL,0.04778647,SOL,0.04778647,$1.84,-,-,"approved / SOL Interest Earned",2026-05-09 06:00:00
NXTflNQ13kLwniLOzC3iWEeVaIcw4FiD,Interest,,ADA,0.50349704,ADA,0.50349704,$0.30,-,-,"approved / ADA Interest Earned",2026-05-09 06:00:00
NXTdruFxZ1PauLI0KKVdx0Yy1zZTvgow,Interest,,BTC,0.00021386,BTC,0.00021386,$19.52,-,-,"approved / BTC Interest Earned",2026-05-08 06:00:00
NXToa6rEDPUII1TAsdd9OeD,Interest,,ETH,0.00161634,ETH,0.00161634,$4.88,-,-,"approved / ETH Interest Earned",2026-05-08 06:00:00
NXTEkVGvvNcmmrJB2PdO6Y7c2on5X,Interest,,NEXO,0.39651872,NEXO,0.39651872,$0.47,-,-,"approved / NEXO Interest Earned",2026-05-08 06:00:00
NXTMrxAyIuI1Qlym5O4o8edwwq,Interest,,XRP,0.42690434,XRP,0.42690434,$1.05,-,-,"approved / XRP Interest Earned",2026-05-08 06:00:00
NXTA0no7vdSJwri1ICvV9pM,Interest,,LINK,0.09561081,LINK,0.09561081,$1.30,-,-,"approved / LINK Interest Earned",2026-05-08 06:00:00
NXTjQrWfDwRAEgDsjevgR15jALoaKclMw,Interest,,DOGE,0.66610592,DOGE,0.66610592,$0.19,-,-,"approved / DOGE Interest Earned",2026-05-08 06:00:00
NXTNJAH6AusiaX1xBtCScy9izF,Interest,,SOL,0.00590799,SOL,0.00590799,$0.25,-,-,"approved / SOL Interest Earned",2026-05-08 06:00:00
NXTgdMfqTHeurpDqvAlwJ2E3lN,Interest,,ADA,0.79137665,ADA,0.79137665,$0.52,-,-,"approved / ADA Interest Earned",2026-05-08 06:00:00
NXTsGzKiFol2A0ye9lWN4Y6,Credit Card Withdrawal Credit,Card,xUSD,-70.65000000,xUSD,70.65000000,$70.65,-,-,"authorized / Nexo Card Loan Withdrawal",2026-05-08 00:00:00
NXTD5IPXK1i3zLDAV9sdW3T,Exchange Credit,Card,xUSD,-70.65000000,EURX,63.99000000,$70.65,-,-,"authorized / Nexo Card Loan Withdrawal",2026-05-08 00:00:00
NXTTxxGRQo2iCHn5GkXg49gALF,Nexo Card Purchase,Card,xUSD,-70.65000000,EURX,63.99000000,$70.65,-,-,"approved / REWE MARKT | BERLIN",2026-05-08 00:00:00
NXTpSAYEpR24z9E0kxwufXSjT11YwaXHg,Cashback,,NEXO,0.58505450,NEXO,0.58505450,$0.71,-,-,"approved / REWE MARKT | BERLIN",2026-05-08 00:00:00
NXT3W9esPcL6wT5xsMO74Q0n,Interest,,BTC,0.00015814,BTC,0.00015814,$14.23,-,-,"approved / BTC Interest Earned",2026-05-07 06:00:00
NXTD9kkFAaptDexsd3dcd4iTVStR,Interest,,ETH,0.00355996,ETH,0.00355996,$11.01,-,-,"approved / ETH Interest Earned",2026-05-07 06:00:00
NXTCK5KT5duOYouMSrkAylOA3,Interest,,NEXO,1.30529617,NEXO,1.30529617,$1.14,-,-,"approved / NEXO Interest Earned",2026-05-07 06:00:00
NXT0UajHXeZSNbwjxf0wXSC,Interest,,XRP,0.22641229,XRP,0.22641229,$0.46,-,-,"approved / XRP Interest Earned",2026-05-07 06:00:00
NXTOed4iGDrA6b6MRpMtxu28,Interest,,LINK,0.46719352,LINK,0.46719352,$6.76,-,-,"approved / LINK Interest Earned",2026-05-07 06:00:00
NXTTx91EYIgkeqH6zFktqHU7RUV,Interest,,DOGE,3.83537695,DOGE,3.83537695,$1.66,-,-,"approved / DOGE Interest Earned",2026-05-07 06:00:00
NXT1vXEZviRr72XMc5HRASKzM,Interest,,SOL,0.04627999,SOL,0.04627999,$5.89,-,-,"approved / SOL Interest Earned",2026-05-07 06:00:00
NXTAmfXaVmpNJjX9M55WcRE0u5wWuiQJr,Interest,,ADA,0.56769464,ADA,0.56769464,$0.53,-,-,"approved / ADA Interest Earned",2026-05-07 06:00:00
NXTTZFruH5OhzhxY2DgqP8FE4QG1L,Interest,,BTC,0.00008082,BTC,0.00008082,$6.23,-,-,"approved / BTC Interest Earned",2026-05-06 06:00:00
NXTIgTQKoSIIK3PnF4qhe4iXeaTSGj,Interest,,ETH,0.00429204,ETH,0.00429204,$15.55,-,-,"approved / ETH Interest Earned",2026-05-06 06:00:00
NXTlJInESMoXA0t8BzBnf5YviPPo,Interest,,NEXO,1.02561917,NEXO,1.02561917,$1.09,-,-,"approved / NEXO Interest Earned",2026-05-06 06:00:00
NXTR3zVEBDSRGbtp8oRyyWSM,Interest,,XRP,0.06683635,XRP,0.06683635,$0.16,-,-,"approved / XRP Interest Earned",2026-05-06 06:00:00
NXTumT1aKeqGye2M1ZwamynWA8D,Interest,,LINK,0.43732877,LINK,0.43732877,$3.82,-,-,"approved / LINK Interest Earned",2026-05-06 06:00:00
NXTsjlA8DqyRl1xQmCuUqwDRXnbNeUxcb,Interest,,DOGE,0.59748812,DOGE,0.59748812,$0.27,-,-,"approved / DOGE Interest Earned",2026-05-06 06:00:00
NXTGEtiSNEqgUOZw3CEzsxpWlsXJ,Interest,,SOL,0.02305890,SOL,0.02305890,$2.15,-,-,"approved / SOL Interest Earned",2026-05-06 06:00:00
NXT1VysuKe6AdkiA8uSEKjx,Interest,,ADA,0.69009859,ADA,0.69009859,$0.73,-,-,"approved / ADA Interest Earned",2026-05-06 06:00:00
NXTOuXz6wRS3pccPFrbjH2nt8Bt,Manual Repayment,,USD,441.18826794,USD,0.00000000,$441.19,-,-,"approved / Fiat Repayment",2026-05-06 00:00:00
NXTrMgUtccZPJhPPKdJcBDTM4J5mswga,Interest,,BTC,0.00004577,BTC,0.00004577,$3.01,-,-,"approved / BTC Interest Earned",2026-05-05 06:00:00
NXTbX3Mez1nsCICzLDUyL4RChV30kO,Interest,,ETH,0.00372080,ETH,0.00372080,$14.61,-,-,"approved / ETH Interest Earned",2026-05-05 06:00:00
NXTLbXzFp0sH6sP5l8FTlf1wTlIDtX,Interest,,NEXO,1.43140879,NEXO,1.43140879,$2.09,-,-,"approved / NEXO Interest Earned",2026-05-05 06:00:00
NXThkH2xxmFnoPjSR8aGsQP8ci,Interest,,XRP,0.46258450,XRP,0.46258450,$0.49,-,-,"approved / XRP Interest Earned",2026-05-05 06:00:00
NXTUgDMDWELbXItRjCgw4ER,Interest,,LINK,0.41596322,LINK,0.41596322,$6.67,-,-,"approved / LINK Interest Earned",2026-05-05 06:00:00
NXT8A0ZlsX00W0mkFf0TKYI6eg,Interest,,DOGE,2.59599774,DOGE,2.59599774,$0.90,-,-,"approved / DOGE Interest Earned",2026-05-05 06:00:00
NXT9yXWRCgB7A8BekxfqAHzQJc,Interest,,SOL,0.00502092,SOL,0.00502092,$0.13,-,-,"approved / SOL Interest Earned",2026-05-05 06:00:00
NXT9ieTiYhMBOb0UCgAmpJj0,Interest,,ADA,0.94585391,ADA,0.94585391,$1.07,-,-,"approved / ADA Interest Earned",2026-05-05 06:00:00
NXTQEzCXBoLJu2QRNAZHKgrSk1FJJ,Interest,,BTC,0.00002127,BTC,0.00002127,$1.87,-,-,"approved / BTC Interest Earned",2026-05-04 06:00:00
NXTPri4qXIDNzzhHCUfbJd0DB4B,Interest,,ETH,0.00158658,ETH,0.00158658,$6.42,-,-,"approved / ETH Interest Earned",2026-05-04 06:00:00
NXT3L9ukcqOHYexEQ166OoDXkZXb6v,Interest,,NEXO,0.71105864,NEXO,0.71105864,$0.90,-,-,"approved / NEXO Interest Earned",2026-05-04 06:00:00
NXTRe5bLLk1G8YG7fQgluGC1,Interest,,XRP,0.36232147,XRP,0.36232147,$0.24,-,-,"approved / XRP Interest Earned",2026-05-04 06:00:00
NXTk6pvPoDw4xGspS1HhzklY,Interest,,LINK,0.08848156,LINK,0.08848156,$2.03,-,-,"approved / LINK Interest Earned",2026-05-04 06:00:00
NXTomWQ0DUcedH8aTC2HnAldQSy3Z7,Interest,,DOGE,3.55642763,DOGE,3.55642763,$0.23,-,-,"approved / DOGE Interest Earned",2026-05-04 06:00:00
NXTdcizAIRt6DBeG7kxigzmL,Interest,,SOL,0.02296279,SOL,0.02296279,$5.38,-,-,"approved / SOL Interest Earned",2026-05-04 06:00:00
NXTpe52Iz6G15YBjp0kG0SYrYicGK6,Interest,,ADA,1.04161202,ADA,1.04161202,$0.51,-,-,"approved / ADA Interest Earned",2026-05-04 06:00:00
NXT3JbCghFZrqJx94GwGOTq7,Unlocking Term Deposit,,XRP,920.20183215,XRP,920.20183215,$1380.30,-,-,"approved / Transfer from Term Wallet to Savings Wallet",2026-05-04 05:00:00
NXTpfO28bbTH8iBdbRGkj4KReD9ELYcW,Interest,,BTC,0.00001893,BTC,0.00001893,$1.46,-,-,"approved / BTC Interest Earned",2026-05-03 06:00:00
NXTlhJBBVRsOatIPfvetzu9,Interest,,ETH,0.00058226,ETH,0.00058226,$1.99,-,-,"approved / ETH Interest Earned",2026-05-03 06:00:00
